"state","stateName","question","questionLabel","citation","sourceUrl","readAt","readAtName","verified","attested","page"
"MA","Massachusetts","can-an-rn-inject-botox-or-filler","RN injecting","Mass. Gen. Laws ch. 112, § 80B","https://malegislature.gov/Laws/GeneralLaws/PartI/TitleXVI/Chapter112/Section80B","","","2026-09-01","true","https://medsparadar.com/states/massachusetts/q/can-an-rn-inject-botox-or-filler"
"MA","Massachusetts","can-the-exam-be-done-by-telehealth","Telehealth exams","Mass. Gen. Laws ch. 112, § 5O(a)","https://malegislature.gov/Laws/GeneralLaws/PartI/TitleXVI/Chapter112/Section5O","","","2026-09-01","true","https://medsparadar.com/states/massachusetts/q/can-the-exam-be-done-by-telehealth"
"MA","Massachusetts","can-the-state-shut-down-an-unlicensed-med-spa","Shutdown powers","Mass. Gen. Laws ch. 112, § 5","https://malegislature.gov/Laws/GeneralLaws/PartI/TitleXVI/Chapter112/Section5","","","2026-09-08","true","https://medsparadar.com/states/massachusetts/q/can-the-state-shut-down-an-unlicensed-med-spa"
"MA","Massachusetts","does-a-med-spa-need-to-register","Registration & licensing","Mass. Gen. Laws ch. 112, § 39G(a)(1)–(2)","https://malegislature.gov/Laws/GeneralLaws/PartI/TitleXVI/Chapter112/Section39G","","","2026-09-02","true","https://medsparadar.com/states/massachusetts/q/does-a-med-spa-need-to-register"
"MA","Massachusetts","is-a-medical-director-required","Medical director required?","Mass. Gen. Laws ch. 112, § 9E","https://malegislature.gov/Laws/GeneralLaws/PartI/TitleXVI/Chapter112/Section9E","","","2026-09-01","true","https://medsparadar.com/states/massachusetts/q/is-a-medical-director-required"
"MA","Massachusetts","is-an-exam-required-before-treatment","Exam before treatment","Mass. Gen. Laws ch. 112, § 5O(a)","https://malegislature.gov/Laws/GeneralLaws/PartI/TitleXVI/Chapter112/Section5O","","","2026-09-01","true","https://medsparadar.com/states/massachusetts/q/is-an-exam-required-before-treatment"
"MA","Massachusetts","may-an-esthetician-perform-microneedling","Esthetician microneedling","Mass. Gen. Laws ch. 112, § 87T (definition of “Aesthetics”)","https://malegislature.gov/Laws/GeneralLaws/PartI/TitleXVI/Chapter112/Section87T","","","2026-09-02","true","https://medsparadar.com/states/massachusetts/q/may-an-esthetician-perform-microneedling"
"MA","Massachusetts","what-business-structure-is-required","Structure limits","Mass. Gen. Laws ch. 156A, § 10(a)","https://malegislature.gov/Laws/GeneralLaws/PartI/TitleXXII/Chapter156A/Section10","","","2026-09-01","true","https://medsparadar.com/states/massachusetts/q/what-business-structure-is-required"
"MA","Massachusetts","what-can-a-med-spa-advertise","Advertising limits","Mass. Gen. Laws ch. 112, § 8A","https://malegislature.gov/Laws/GeneralLaws/PartI/TitleXVI/Chapter112/Section8A","","","2026-09-01","true","https://medsparadar.com/states/massachusetts/q/what-can-a-med-spa-advertise"
"MA","Massachusetts","what-can-a-practitioner-be-disciplined-for","Grounds for discipline","Mass. Gen. Laws ch. 112, § 5(a)–(c)","https://malegislature.gov/Laws/GeneralLaws/PartI/TitleXVI/Chapter112/Section5","","","2026-09-08","true","https://medsparadar.com/states/massachusetts/q/what-can-a-practitioner-be-disciplined-for"
"MA","Massachusetts","what-does-it-cost-to-open","License fees","Mass. Gen. Laws ch. 112, § 87CC","https://malegislature.gov/Laws/GeneralLaws/PartI/TitleXVI/Chapter112/Section87CC","","","2026-09-02","true","https://medsparadar.com/states/massachusetts/q/what-does-it-cost-to-open"
"MA","Massachusetts","what-happens-if-you-practice-without-a-license","Unlicensed practice","Mass. Gen. Laws ch. 112, § 6","https://malegislature.gov/Laws/GeneralLaws/PartI/TitleXVI/Chapter112/Section6","","","2026-09-01","true","https://medsparadar.com/states/massachusetts/q/what-happens-if-you-practice-without-a-license"
"MA","Massachusetts","what-must-be-reported-to-the-board","Reporting duties","Mass. Gen. Laws ch. 112, § 39G(a)(5)","https://malegislature.gov/Laws/GeneralLaws/PartI/TitleXVI/Chapter112/Section39G","","","2026-09-08","true","https://medsparadar.com/states/massachusetts/q/what-must-be-reported-to-the-board"
"MA","Massachusetts","what-must-the-supervising-physician-do","Supervising physician duties","Mass. Gen. Laws ch. 112, § 9E","https://malegislature.gov/Laws/GeneralLaws/PartI/TitleXVI/Chapter112/Section9E","","","2026-09-01","true","https://medsparadar.com/states/massachusetts/q/what-must-the-supervising-physician-do"
"MA","Massachusetts","who-enforces-deceptive-med-spa-marketing","Marketing enforcement","Mass. Gen. Laws ch. 93A, § 4","https://malegislature.gov/Laws/GeneralLaws/PartI/TitleXV/Chapter93A/Section4","","","2026-09-08","true","https://medsparadar.com/states/massachusetts/q/who-enforces-deceptive-med-spa-marketing"
"MI","Michigan","can-a-med-spa-offer-compounded-glp-1","Compounded GLP-1","Mich. Comp. Laws § 333.17748(1)","https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-333-17748","https://web.archive.org/web/2026/https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-333-17748","Internet Archive snapshot — evidence of a page, not the current rule","2026-09-02","true","https://medsparadar.com/states/michigan/q/can-a-med-spa-offer-compounded-glp-1"
"MI","Michigan","can-a-medical-assistant-inject","Medical assistants","Mich. Comp. Laws § 333.16215(1)","https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-333-16215","https://web.archive.org/web/2026/https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-333-16215","Internet Archive snapshot — evidence of a page, not the current rule","2026-09-02","true","https://medsparadar.com/states/michigan/q/can-a-medical-assistant-inject"
"MI","Michigan","can-a-non-clinical-owner-take-a-percentage","Fees to a non-clinical owner","Mich. Comp. Laws § 333.16221(d)(i)–(ii)","https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-333-16221","https://web.archive.org/web/2026/https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-333-16221","Internet Archive snapshot — evidence of a page, not the current rule","2026-09-02","true","https://medsparadar.com/states/michigan/q/can-a-non-clinical-owner-take-a-percentage"
"MI","Michigan","can-a-non-physician-own-a-med-spa","Non-physician ownership","Mich. Comp. Laws § 333.16221(d)(i)–(ii)","https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-333-16221","https://web.archive.org/web/2026/https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-333-16221","Internet Archive snapshot — evidence of a page, not the current rule","2026-09-02","true","https://medsparadar.com/states/michigan/q/can-a-non-physician-own-a-med-spa"
"MI","Michigan","can-a-nurse-practitioner-work-without-a-physician","NP independence","Mich. Comp. Laws § 333.17201 (scope of this section)","https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-333-17201","https://web.archive.org/web/2026/https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-333-17201","Internet Archive snapshot — evidence of a page, not the current rule","2026-09-02","true","https://medsparadar.com/states/michigan/q/can-a-nurse-practitioner-work-without-a-physician"
"MI","Michigan","can-a-physician-assistant-inject-or-prescribe","Physician assistants","Mich. Comp. Laws § 333.17047 (Practice agreement required; contents)","https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-333-17047","https://web.archive.org/web/2026/https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-333-17047","Internet Archive snapshot — evidence of a page, not the current rule","2026-09-08","true","https://medsparadar.com/states/michigan/q/can-a-physician-assistant-inject-or-prescribe"
"MI","Michigan","can-an-rn-inject-botox-or-filler","RN injecting","Mich. Comp. Laws § 333.17201 (scope of this section)","https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-333-17201","https://web.archive.org/web/2026/https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-333-17201","Internet Archive snapshot — evidence of a page, not the current rule","2026-09-02","true","https://medsparadar.com/states/michigan/q/can-an-rn-inject-botox-or-filler"
"MI","Michigan","can-the-exam-be-done-by-telehealth","Telehealth exams","Mich. Comp. Laws § 333.16284","https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-333-16284","https://web.archive.org/web/2026/https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-333-16284","Internet Archive snapshot — evidence of a page, not the current rule","2026-09-02","true","https://medsparadar.com/states/michigan/q/can-the-exam-be-done-by-telehealth"
"MI","Michigan","can-the-state-shut-down-an-unlicensed-med-spa","Shutdown powers","Mich. Comp. Laws § 333.16226(1)","https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-333-16226","https://web.archive.org/web/2026/https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-333-16226","Internet Archive snapshot — evidence of a page, not the current rule","2026-09-02","true","https://medsparadar.com/states/michigan/q/can-the-state-shut-down-an-unlicensed-med-spa"
"MI","Michigan","does-a-med-spa-need-to-register","Registration & licensing","Mich. Comp. Laws § 333.17748(1)","https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-333-17748","https://web.archive.org/web/2026/https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-333-17748","Internet Archive snapshot — evidence of a page, not the current rule","2026-09-02","true","https://medsparadar.com/states/michigan/q/does-a-med-spa-need-to-register"
"MI","Michigan","is-a-medical-director-required","Medical director required?","Mich. Comp. Laws § 333.16215(1)","https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-333-16215","https://web.archive.org/web/2026/https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-333-16215","Internet Archive snapshot — evidence of a page, not the current rule","2026-09-02","true","https://medsparadar.com/states/michigan/q/is-a-medical-director-required"
"MI","Michigan","is-an-exam-required-before-treatment","Exam before treatment","Mich. Comp. Laws pt. 161 — section index (surveyed in full)","https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-368-1978-15-161","https://web.archive.org/web/2026/https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-368-1978-15-161","Internet Archive snapshot — evidence of a page, not the current rule","2026-09-02","true","https://medsparadar.com/states/michigan/q/is-an-exam-required-before-treatment"
"MI","Michigan","may-an-esthetician-perform-microneedling","Esthetician microneedling","Mich. Comp. Laws § 339.1210(3)","https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-339-1210","","","2026-09-02","true","https://medsparadar.com/states/michigan/q/may-an-esthetician-perform-microneedling"
"MI","Michigan","must-someone-be-on-site-during-treatment","On-site presence","Mich. Comp. Laws § 333.16215(2)","https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-333-16215","https://web.archive.org/web/2026/https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-333-16215","Internet Archive snapshot — evidence of a page, not the current rule","2026-09-02","true","https://medsparadar.com/states/michigan/q/must-someone-be-on-site-during-treatment"
"MI","Michigan","what-business-structure-is-required","Structure limits","Mich. Comp. Laws § 450.1283(1) and (2)","https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-450-1283","https://web.archive.org/web/2026/https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-450-1283","Internet Archive snapshot — evidence of a page, not the current rule","2026-09-02","true","https://medsparadar.com/states/michigan/q/what-business-structure-is-required"
"MI","Michigan","what-can-a-med-spa-advertise","Advertising limits","Mich. Comp. Laws § 333.16221(d)(i)","https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-333-16221","https://web.archive.org/web/2026/https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-333-16221","Internet Archive snapshot — evidence of a page, not the current rule","2026-09-02","true","https://medsparadar.com/states/michigan/q/what-can-a-med-spa-advertise"
"MI","Michigan","what-can-a-practitioner-be-disciplined-for","Grounds for discipline","Mich. Comp. Laws § 333.16221(e)(i)–(iii)","https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-333-16221","https://web.archive.org/web/2026/https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-333-16221","Internet Archive snapshot — evidence of a page, not the current rule","2026-09-08","true","https://medsparadar.com/states/michigan/q/what-can-a-practitioner-be-disciplined-for"
"MI","Michigan","what-does-it-cost-to-open","License fees","Mich. Comp. Laws § 338.2225(a), (c)","https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-338-2225","","","2026-09-02","true","https://medsparadar.com/states/michigan/q/what-does-it-cost-to-open"
"MI","Michigan","what-happens-if-you-practice-without-a-license","Unlicensed practice","Mich. Comp. Laws § 333.16294","https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-333-16294","https://web.archive.org/web/2026/https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-333-16294","Internet Archive snapshot — evidence of a page, not the current rule","2026-09-02","true","https://medsparadar.com/states/michigan/q/what-happens-if-you-practice-without-a-license"
"MI","Michigan","what-must-be-reported-to-the-board","Reporting duties","Mich. Comp. Laws § 333.17748(4)","https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-333-17748","https://web.archive.org/web/2026/https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-333-17748","Internet Archive snapshot — evidence of a page, not the current rule","2026-09-08","true","https://medsparadar.com/states/michigan/q/what-must-be-reported-to-the-board"
"MI","Michigan","what-must-the-supervising-physician-do","Supervising physician duties","Mich. Comp. Laws § 333.16276(5)(c) (“Supervision” defined for laser procedures)","https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-333-16276","https://web.archive.org/web/2026/https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-333-16276","Internet Archive snapshot — evidence of a page, not the current rule","2026-09-08","true","https://medsparadar.com/states/michigan/q/what-must-the-supervising-physician-do"
"MI","Michigan","who-enforces-deceptive-med-spa-marketing","Marketing enforcement","Mich. Comp. Laws § 445.905(1)","https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-445-905","https://web.archive.org/web/2026/https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-445-905","Internet Archive snapshot — evidence of a page, not the current rule","2026-09-08","true","https://medsparadar.com/states/michigan/q/who-enforces-deceptive-med-spa-marketing"
"MI","Michigan","who-may-operate-a-cosmetic-laser","Laser & energy devices","Mich. Comp. Laws § 333.16276(1)–(3), (5)(b)","https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-333-16276","https://web.archive.org/web/2026/https://www.legislature.mi.gov/Laws/MCL?objectName=mcl-333-16276","Internet Archive snapshot — evidence of a page, not the current rule","2026-09-08","true","https://medsparadar.com/states/michigan/q/who-may-operate-a-cosmetic-laser"
"MN","Minnesota","can-a-med-spa-offer-compounded-glp-1","Compounded GLP-1","Minn. Stat. § 151.01, subd. 35","https://www.revisor.mn.gov/statutes/cite/151.01","","","2026-09-02","true","https://medsparadar.com/states/minnesota/q/can-a-med-spa-offer-compounded-glp-1"
"MN","Minnesota","can-a-medical-assistant-inject","Medical assistants","Minn. Stat. § 147.081, subd. 2","https://www.revisor.mn.gov/statutes/cite/147.081","","","2026-09-02","true","https://medsparadar.com/states/minnesota/q/can-a-medical-assistant-inject"
"MN","Minnesota","can-a-non-clinical-owner-take-a-percentage","Fees to a non-clinical owner","Minn. Stat. § 147.091, subd. 1(p)(4)","https://www.revisor.mn.gov/statutes/cite/147.091","","","2026-09-02","true","https://medsparadar.com/states/minnesota/q/can-a-non-clinical-owner-take-a-percentage"
"MN","Minnesota","can-a-non-physician-own-a-med-spa","Non-physician ownership","Minn. Stat. § 147.091, subd. 1(p)(4)","https://www.revisor.mn.gov/statutes/cite/147.091","","","2026-09-02","true","https://medsparadar.com/states/minnesota/q/can-a-non-physician-own-a-med-spa"
"MN","Minnesota","can-a-nurse-practitioner-work-without-a-physician","NP independence","Minn. Stat. § 148.171, subd. 13(a)","https://www.revisor.mn.gov/statutes/cite/148.171","","","2026-09-02","true","https://medsparadar.com/states/minnesota/q/can-a-nurse-practitioner-work-without-a-physician"
"MN","Minnesota","can-a-physician-assistant-inject-or-prescribe","Physician assistants","Minn. Stat. § 147A.09, subd. 1–2","https://www.revisor.mn.gov/statutes/cite/147A.09","","","2026-09-08","true","https://medsparadar.com/states/minnesota/q/can-a-physician-assistant-inject-or-prescribe"
"MN","Minnesota","can-an-rn-inject-botox-or-filler","RN injecting","Minn. Stat. § 151.37, subd. 2(a)","https://www.revisor.mn.gov/statutes/cite/151.37","","","2026-09-02","true","https://medsparadar.com/states/minnesota/q/can-an-rn-inject-botox-or-filler"
"MN","Minnesota","can-private-equity-invest-in-a-med-spa","Private-equity investment","Minn. Stat. § 319B.07, subd. 2","https://www.revisor.mn.gov/statutes/cite/319B.07","","","2026-09-02","true","https://medsparadar.com/states/minnesota/q/can-private-equity-invest-in-a-med-spa"
"MN","Minnesota","can-the-exam-be-done-by-telehealth","Telehealth exams","Minn. Stat. § 151.37, subd. 2(e)","https://www.revisor.mn.gov/statutes/cite/151.37","","","2026-09-02","true","https://medsparadar.com/states/minnesota/q/can-the-exam-be-done-by-telehealth"
"MN","Minnesota","can-the-state-shut-down-an-unlicensed-med-spa","Shutdown powers","Minn. Stat. § 147.141(1)–(4), (6)–(7)","https://www.revisor.mn.gov/statutes/cite/147.141","","","2026-09-02","true","https://medsparadar.com/states/minnesota/q/can-the-state-shut-down-an-unlicensed-med-spa"
"MN","Minnesota","does-a-med-spa-need-to-register","Registration & licensing","Minn. Stat. ch. 147 (surveyed in full via the chapter text)","https://www.revisor.mn.gov/statutes/cite/147/full","","","2026-09-02","true","https://medsparadar.com/states/minnesota/q/does-a-med-spa-need-to-register"
"MN","Minnesota","is-a-medical-director-required","Medical director required?","Minn. Stat. ch. 147 (surveyed in full via the chapter text)","https://www.revisor.mn.gov/statutes/cite/147/full","","","2026-09-02","true","https://medsparadar.com/states/minnesota/q/is-a-medical-director-required"
"MN","Minnesota","is-an-exam-required-before-treatment","Exam before treatment","Minn. Stat. § 151.37, subd. 2(d)","https://www.revisor.mn.gov/statutes/cite/151.37","","","2026-09-02","true","https://medsparadar.com/states/minnesota/q/is-an-exam-required-before-treatment"
"MN","Minnesota","may-an-esthetician-perform-microneedling","Esthetician microneedling","Minn. R. 2105.0105, subp. 5","https://www.revisor.mn.gov/rules/2105.0105/","","","2026-09-20","true","https://medsparadar.com/states/minnesota/q/may-an-esthetician-perform-microneedling"
"MN","Minnesota","what-business-structure-is-required","Structure limits","Minn. Stat. § 147.091, subd. 1(p)(1)–(3)","https://www.revisor.mn.gov/statutes/cite/147.091","","","2026-09-02","true","https://medsparadar.com/states/minnesota/q/what-business-structure-is-required"
"MN","Minnesota","what-can-a-med-spa-advertise","Advertising limits","Minn. Stat. § 147.091, subd. 1(e)","https://www.revisor.mn.gov/statutes/cite/147.091","","","2026-09-02","true","https://medsparadar.com/states/minnesota/q/what-can-a-med-spa-advertise"
"MN","Minnesota","what-can-a-practitioner-be-disciplined-for","Grounds for discipline","Minn. Stat. § 147.091, subd. 1(g)","https://www.revisor.mn.gov/statutes/cite/147.091","","","2026-09-08","true","https://medsparadar.com/states/minnesota/q/what-can-a-practitioner-be-disciplined-for"
"MN","Minnesota","what-does-it-cost-to-open","License fees","Minn. Stat. § 155A.25, subd. 1a(b)","https://www.revisor.mn.gov/statutes/cite/155A.25","","","2026-09-02","true","https://medsparadar.com/states/minnesota/q/what-does-it-cost-to-open"
"MN","Minnesota","what-happens-if-you-practice-without-a-license","Unlicensed practice","Minn. Stat. § 147.081, subd. 1–2","https://www.revisor.mn.gov/statutes/cite/147.081","","","2026-09-08","true","https://medsparadar.com/states/minnesota/q/what-happens-if-you-practice-without-a-license"
"MN","Minnesota","what-must-be-reported-to-the-board","Reporting duties","Minn. Stat. § 147.091 subd. 1(d)","https://www.revisor.mn.gov/statutes/cite/147.091","","","2026-09-08","true","https://medsparadar.com/states/minnesota/q/what-must-be-reported-to-the-board"
"MN","Minnesota","who-enforces-deceptive-med-spa-marketing","Marketing enforcement","Minn. Stat. § 8.31, subd. 1","https://www.revisor.mn.gov/statutes/cite/8.31","","","2026-09-08","true","https://medsparadar.com/states/minnesota/q/who-enforces-deceptive-med-spa-marketing"
"MN","Minnesota","who-may-operate-a-cosmetic-laser","Laser & energy devices","Minn. Stat. § 147.081, subd. 3(4)","https://www.revisor.mn.gov/statutes/cite/147.081","","","2026-09-02","true","https://medsparadar.com/states/minnesota/q/who-may-operate-a-cosmetic-laser"
"MS","Mississippi","can-a-med-spa-offer-compounded-glp-1","Compounded GLP-1","Miss. Code Ann. § 73-21-73(z) (“Practice of pharmacy”)","https://www.mbp.ms.gov/sites/default/files/2025-09/Compilation_0.pdf","","","2026-09-08","true","https://medsparadar.com/states/mississippi/q/can-a-med-spa-offer-compounded-glp-1"
"MS","Mississippi","can-a-medical-assistant-inject","Medical assistants","Miss. Code Ann. § 41-121-9(2)-(3)","https://www.msbml.ms.gov/mississippi-medical-practice-act","","","2026-09-08","true","https://medsparadar.com/states/mississippi/q/can-a-medical-assistant-inject"
"MS","Mississippi","can-a-non-physician-own-a-med-spa","Non-physician ownership","Miss. Code Ann. § 79-10-5(h)","https://www.sos.ms.gov/content/documents/pol_res/3statute.pdf","","","2026-09-08","true","https://medsparadar.com/states/mississippi/q/can-a-non-physician-own-a-med-spa"
"MS","Mississippi","can-a-nurse-practitioner-work-without-a-physician","NP independence","Miss. Code Ann. § 73-15-5(4)","https://www.msbn.ms.gov/sites/default/files/documents/Legal/Nurse%20Practice%20Law%202026.pdf","","","2026-09-08","true","https://medsparadar.com/states/mississippi/q/can-a-nurse-practitioner-work-without-a-physician"
"MS","Mississippi","can-a-physician-assistant-inject-or-prescribe","Physician assistants","Miss. Code Ann. § 73-26-3(1)","https://www.msbml.ms.gov/mississippi-medical-practice-act","","","2026-09-08","true","https://medsparadar.com/states/mississippi/q/can-a-physician-assistant-inject-or-prescribe"
"MS","Mississippi","can-an-rn-inject-botox-or-filler","RN injecting","Miss. Code Ann. § 73-15-5(2)","https://www.msbn.ms.gov/sites/default/files/documents/Legal/Nurse%20Practice%20Law%202026.pdf","","","2026-09-08","true","https://medsparadar.com/states/mississippi/q/can-an-rn-inject-botox-or-filler"
"MS","Mississippi","can-the-exam-be-done-by-telehealth","Telehealth exams","Miss. Admin. Code Title 30, Part 2635, Rule 5.4","https://www.msbml.ms.gov/mississippi-administrative-code","","","2026-09-08","true","https://medsparadar.com/states/mississippi/q/can-the-exam-be-done-by-telehealth"
"MS","Mississippi","can-the-state-shut-down-an-unlicensed-med-spa","Shutdown powers","Miss. Code Ann. § 73-25-87(a)-(d)","https://www.msbml.ms.gov/mississippi-medical-practice-act","","","2026-09-08","true","https://medsparadar.com/states/mississippi/q/can-the-state-shut-down-an-unlicensed-med-spa"
"MS","Mississippi","does-a-med-spa-need-to-register","Registration & licensing","Miss. Admin. Code Title 30, Part 2635, Rule 2.2(D) (Title 73, ch. 25 and Part 2635 surveyed)","https://www.msbml.ms.gov/mississippi-administrative-code","","","2026-09-08","true","https://medsparadar.com/states/mississippi/q/does-a-med-spa-need-to-register"
"MS","Mississippi","is-a-medical-director-required","Medical director required?","Miss. Code Ann. § 73-25-33(1)","https://www.msbml.ms.gov/mississippi-medical-practice-act","","","2026-09-08","true","https://medsparadar.com/states/mississippi/q/is-a-medical-director-required"
"MS","Mississippi","is-an-exam-required-before-treatment","Exam before treatment","Miss. Admin. Code Title 30, Part 2635, Rule 5.4","https://www.msbml.ms.gov/mississippi-administrative-code","","","2026-09-08","true","https://medsparadar.com/states/mississippi/q/is-an-exam-required-before-treatment"
"MS","Mississippi","may-an-esthetician-perform-microneedling","Esthetician microneedling","Miss. Code Ann. § 73-7-2 (“Esthetics”)","https://www.msbcb.ms.gov/wp-content/uploads/2026/04/MSBCB-Updated-Statutes-4.1.2026.pdf","","","2026-09-08","true","https://medsparadar.com/states/mississippi/q/may-an-esthetician-perform-microneedling"
"MS","Mississippi","must-someone-be-on-site-during-treatment","On-site presence","Miss. Admin. Code Title 30, Part 2635, Rule 5.5","https://www.msbml.ms.gov/mississippi-administrative-code","","","2026-09-08","true","https://medsparadar.com/states/mississippi/q/must-someone-be-on-site-during-treatment"
"MS","Mississippi","what-business-structure-is-required","Structure limits","Miss. Code Ann. § 79-10-5(h)","https://www.sos.ms.gov/content/documents/pol_res/3statute.pdf","","","2026-09-08","true","https://medsparadar.com/states/mississippi/q/what-business-structure-is-required"
"MS","Mississippi","what-can-a-med-spa-advertise","Advertising limits","Miss. Code Ann. § 73-25-29(8)(c)","https://www.msbml.ms.gov/mississippi-medical-practice-act","","","2026-09-08","true","https://medsparadar.com/states/mississippi/q/what-can-a-med-spa-advertise"
"MS","Mississippi","what-can-a-practitioner-be-disciplined-for","Grounds for discipline","Miss. Code Ann. § 73-25-29(3), (8)(d)","https://www.msbml.ms.gov/mississippi-medical-practice-act","","","2026-09-08","true","https://medsparadar.com/states/mississippi/q/what-can-a-practitioner-be-disciplined-for"
"MS","Mississippi","what-does-it-cost-to-open","License fees","Miss. Admin. Code Title 30, Part 2101, Rule 5.20","https://www.msbcb.ms.gov/wp-content/uploads/2025/03/MSBCB-Rules-and-Regulations.pdf","","","2026-09-08","true","https://medsparadar.com/states/mississippi/q/what-does-it-cost-to-open"
"MS","Mississippi","what-happens-if-you-practice-without-a-license","Unlicensed practice","Miss. Code Ann. § 97-23-43 (Profession; practicing without license — as reprinted by the State Board of Medical Licensure)","https://www.msbml.ms.gov/mississippi-medical-practice-act","","","2026-09-08","true","https://medsparadar.com/states/mississippi/q/what-happens-if-you-practice-without-a-license"
"MS","Mississippi","what-must-be-reported-to-the-board","Reporting duties","Miss. Admin. Code (Bd. of Barbering & Cosmetology) Rule 5.21 (Change of Information Notification)","https://www.msbcb.ms.gov/wp-content/uploads/2025/03/MSBCB-Rules-and-Regulations.pdf","","","2026-09-08","true","https://medsparadar.com/states/mississippi/q/what-must-be-reported-to-the-board"
"MS","Mississippi","what-must-the-supervising-physician-do","Supervising physician duties","Miss. Admin. Code Title 30, Part 2615, Rule 1.6 (Supervision)","https://www.msbml.ms.gov/mississippi-administrative-code","","","2026-09-08","true","https://medsparadar.com/states/mississippi/q/what-must-the-supervising-physician-do"
"MS","Mississippi","who-may-operate-a-cosmetic-laser","Laser & energy devices","Miss. Admin. Code Title 30, Part 2635, Rule 3.1 (Laser Devices)","https://www.msbml.ms.gov/mississippi-administrative-code","","","2026-09-08","true","https://medsparadar.com/states/mississippi/q/who-may-operate-a-cosmetic-laser"
"MO","Missouri","can-a-med-spa-offer-compounded-glp-1","Compounded GLP-1","20 CSR 2220-2.400(C) (stock ahead of the prescription needs a HISTORY of that prescription)","https://www.sos.mo.gov/cmsimages/adrules/csr/current/20csr/20c2220-2.pdf","","","2026-09-07","true","https://medsparadar.com/states/missouri/q/can-a-med-spa-offer-compounded-glp-1"
"MO","Missouri","can-a-non-physician-own-a-med-spa","Non-physician ownership","Mo. Rev. Stat. §356.111.1(1)","https://revisor.mo.gov/main/OneSection.aspx?section=356.111","","","2026-09-03","true","https://medsparadar.com/states/missouri/q/can-a-non-physician-own-a-med-spa"
"MO","Missouri","can-a-nurse-practitioner-work-without-a-physician","NP independence","Mo. Rev. Stat. §335.016(2)","https://revisor.mo.gov/main/OneSection.aspx?section=335.016","","","2026-09-03","true","https://medsparadar.com/states/missouri/q/can-a-nurse-practitioner-work-without-a-physician"
"MO","Missouri","can-a-physician-assistant-inject-or-prescribe","Physician assistants","Mo. Rev. Stat. §334.735.2","https://revisor.mo.gov/main/OneSection.aspx?section=334.735","","","2026-09-03","true","https://medsparadar.com/states/missouri/q/can-a-physician-assistant-inject-or-prescribe"
"MO","Missouri","can-an-rn-inject-botox-or-filler","RN injecting","Mo. Rev. Stat. §335.016(2)","https://revisor.mo.gov/main/OneSection.aspx?section=335.016","","","2026-09-03","true","https://medsparadar.com/states/missouri/q/can-an-rn-inject-botox-or-filler"
"MO","Missouri","can-the-exam-be-done-by-telehealth","Telehealth exams","Mo. Rev. Stat. §191.1146.1","https://revisor.mo.gov/main/OneSection.aspx?section=191.1146","","","2026-09-03","true","https://medsparadar.com/states/missouri/q/can-the-exam-be-done-by-telehealth"
